Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
05-04-16,39.7,39.7,36.55,37.25,37.65,295437,969,11122728,187800,63.57,3.15,-2.45
04-04-16,34.3,40.35,33.65,40.2,38.49,1308122,4193,50345520,495319,37.86,6.7,5.9
01-04-16,34.8,34.8,33.5,33.65,34.12,37027,127,1263417,32221,87.02,1.3,-1.15
31-03-16,32.85,37.9,32.35,34.3,34.19,231416,560,7913109,131795,56.95,5.55,1.45
30-03-16,32.6,33.4,32,32.6,32.93,50401,181,1659639,44958,89.2,1.4,0
29-03-16,32.5,32.9,31.8,32.05,32.23,64686,208,2084550,58273,90.09,1.1,-0.45
28-03-16,32.15,33.1,31.75,32.55,32.65,100009,237,3265405,89022,89.01,1.35,0.4
23-03-16,32.5,32.9,31.7,32.15,32.23,67009,172,2159537,57326,85.55,1.2,-0.35
22-03-16,31.95,32.6,31.7,31.95,32.03,36135,148,1157486,31893,88.26,0.9,0
21-03-16,31.6,32.25,31.45,31.95,31.9,48997,177,1562919,42849,87.45,0.8,0.35
18-03-16,32.5,32.5,31.4,31.65,31.69,66662,228,2112587,34727,52.09,1.1,-0.85
17-03-16,33.9,33.9,31.1,31.8,32.24,64159,237,2068663,51118,79.67,2.8,-2.1
16-03-16,31.75,33.5,31.3,32.95,32.07,83445,171,2675975,67315,80.67,2.2,1.2
15-03-16,33.4,33.4,31.5,31.75,32.29,50695,190,1637165,37709,74.38,1.9,-1.65
14-03-16,33.9,34,32.1,32.55,32.97,62640,286,2064982,47467,75.78,1.9,-1.35
11-03-16,34.35,34.7,33.3,33.5,33.8,75463,253,2550991,55374,73.38,1.4,-0.85
10-03-16,34.55,35,33.5,34.3,34.37,81679,274,2806931,58017,71.03,1.5,-0.25
09-03-16,34.85,35.2,33.65,34.1,34.36,129368,314,4445496,103520,80.02,1.55,-0.75
08-03-16,35.9,36.45,35.15,35.55,35.74,78934,320,2820857,63565,80.53,1.3,-0.35
04-03-16,34.5,35.9,34,35.1,35.28,139515,542,4921849,101730,72.92,1.9,0.6
03-03-16,34.45,34.95,33.5,33.7,33.99,78378,224,2664375,59106,75.41,1.45,-0.75
02-03-16,33.5,35.8,32.55,34.05,34.29,126589,473,4341330,86996,68.72,3.25,0.55
01-03-16,31.65,33.3,31.65,32.7,32.5,89636,327,2913461,61517,68.63,1.65,1.05
29-02-16,32,33.5,31.4,31.9,32.19,65678,229,2114269,49467,75.32,2.1,-0.1
26-02-16,32.5,32.5,31,31.75,31.58,48334,224,1526440,39878,82.51,1.5,-0.75
25-02-16,32.5,32.5,30.1,30.85,31.31,30750,147,962723,25358,82.47,2.4,-1.65
24-02-16,32.5,32.9,31.5,31.7,31.96,45880,222,1466414,37215,81.11,1.4,-0.8
23-02-16,33,33.25,31.5,32.45,32.54,25590,170,832694,20139,78.7,1.75,-0.55
22-02-16,33.1,34.5,32.35,33,33.25,61767,258,2053778,46816,75.79,2.15,-0.1
19-02-16,33.75,33.75,32.05,32.75,32.94,37369,217,1230844,25834,69.13,1.7,-1
18-02-16,33.75,33.75,32.6,33.55,33.25,56075,223,1864420,45250,80.7,1.15,-0.2
17-02-16,33.2,34.3,30.5,32.3,31.78,143944,552,4574595,80031,55.6,3.8,-0.9
16-02-16,38,38,32.5,33.5,34.36,143895,550,4944807,98235,68.27,5.5,-4.5
15-02-16,36.5,36.75,34.3,35.6,35.44,84484,445,2994116,54712,64.76,2.45,-0.9
12-02-16,35.5,35.7,31.25,34.2,32.8,203575,698,6676285,129480,63.6,4.45,-1.3
11-02-16,36,37.8,33.75,33.9,34.82,161174,545,5612645,134611,83.52,4.05,-2.1
10-02-16,36.1,37.75,33.6,37.45,36.35,152086,502,5528193,118807,78.12,4.15,1.35
09-02-16,34.05,37,34,36.3,35.79,105708,413,3783368,68927,65.21,3,2.25
08-02-16,34.95,36.7,34.95,35.05,35.46,74805,293,2652801,61492,82.2,1.75,0.1
05-02-16,33.3,36.6,33.3,34.4,35.07,110483,352,3874563,84513,76.49,3.3,1.1
04-02-16,36.75,37,34.3,34.55,35.05,97650,396,3422419,66152,67.74,2.7,-2.2
03-02-16,36.65,38.5,36.1,36.1,36.43,127646,412,4650776,100500,78.73,2.4,-0.55
02-02-16,41,41.2,37.75,38,39.58,138481,593,5480892,112666,81.36,3.45,-3
01-02-16,38.75,39.7,38.1,39.7,39.49,101322,258,4001272,95910,94.66,1.6,0.95
29-01-16,38.05,38.7,36.3,37.85,37.55,123685,408,4644990,79831,64.54,2.4,-0.2
28-01-16,39.7,39.7,37.2,38.15,38.52,193933,635,7470329,140644,72.52,2.5,-1.55
27-01-16,37.8,38.4,37.35,38.4,38.26,175208,318,6703558,92171,52.61,1.05,0.6
25-01-16,36.4,36.6,35.9,36.6,36.55,102223,202,3735997,87902,85.99,0.7,0.2
22-01-16,34.45,34.9,33.7,34.9,34.88,100632,263,3509962,75032,74.56,1.2,0.45
21-01-16,31.55,33.25,31.5,33.25,32.59,132162,437,4307283,77889,58.93,1.75,1.7
20-01-16,33,33,31.55,31.7,31.93,156436,444,4995163,112645,72.01,1.45,-1.3
19-01-16,32.2,33.75,32.2,33.15,32.94,120557,519,3971350,81169,67.33,1.55,0.95
18-01-16,34.4,34.5,33.75,33.75,33.84,95040,262,3216573,87412,91.97,0.75,-0.65
15-01-16,38.8,39.1,35.4,35.5,37.46,281057,684,10528324,205603,73.15,3.7,-3.3
14-01-16,36.25,38.85,36.25,37.25,37.37,252661,722,9441724,157590,62.37,2.6,1
13-01-16,40,41.5,38.15,38.15,39.66,270188,510,10716402,230312,85.24,3.35,-1.85
12-01-16,40.4,41.45,39.5,40.15,40.63,113083,485,4594997,88419,78.19,1.95,-0.25
11-01-16,40.5,41,39.25,40.5,39.94,177104,809,7073855,118721,67.03,1.75,0
08-01-16,43.4,43.4,41.1,41.25,41.89,504135,1377,21120096,345135,68.46,2.3,-2.15
07-01-16,41.9,43.4,41,43.25,43.13,752911,2181,32471175,505423,67.13,2.4,1.35
06-01-16,41.85,41.85,38.65,41.85,41.35,1166569,1907,48238322,714063,61.21,3.2,0
05-01-16,39.9,39.9,39.9,39.9,39.9,43038,49,1717216,43038,100,0,0
04-01-16,38,38,38,38,38,18513,50,703494,18513,100,0,0
01-01-16,36.2,36.2,36.2,36.2,36.2,9887,36,357909,9887,100,0,0
31-12-15,34.5,34.5,34.5,34.5,34.5,13635,30,470407,13635,100,0,0
30-12-15,34.5,34.5,34.5,34.5,34.5,40623,42,1401493,40623,100,0,0
29-12-15,34.5,34.5,34.5,34.5,34.5,21847,58,753721,21847,100,0,0
28-12-15,34.5,34.5,34.5,34.5,34.5,19922,44,687309,19922,100,0,0
24-12-15,34.5,34.5,34.5,34.5,34.5,112857,192,3893566,101387,89.84,0,0
23-12-15,33.25,34.5,33,34.15,34.1,316358,693,10788938,212496,67.17,1.5,0.9
22-12-15,33.9,34.3,32.8,33.3,33.26,118484,403,3941080,90407,76.3,1.5,-0.6
21-12-15,34.45,34.45,32.8,33.9,33.72,471571,1076,15902848,341162,72.35,1.65,-0.55
18-12-15,34.5,34.5,34.5,34.5,34.5,95592,175,3297924,95592,100,0,0
17-12-15,30.1,32.65,29.55,32.65,32.02,267674,702,8570531,207659,77.58,3.1,2.55
16-12-15,28.7,30.35,28.7,29.7,29.87,266872,601,7972240,164685,61.71,1.65,1
15-12-15,27.05,28.75,27,28.4,28.4,81678,330,2319577,68232,83.54,1.75,1.35
14-12-15,25.4,28.45,25.4,27.45,26.69,161865,503,4319933,94593,58.44,3.05,2.05
11-12-15,27.35,28.85,25.8,26.55,26.8,253231,804,6785564,167794,66.26,3.05,-0.8
10-12-15,28.45,29.9,27.6,27.95,28.17,124140,422,3496863,96335,77.6,2.3,-0.5
09-12-15,31.05,31.45,28.65,28.8,29.51,115158,388,3398785,,,2.8,-2.25
08-12-15,30.95,33.75,30.95,31.45,31.63,175377,466,5546740,129791,74.01,2.8,0.5
07-12-15,33,33.8,31.2,31.6,32.4,247363,862,8013590,171932,69.51,2.6,-1.4
04-12-15,29.9,32.15,29.2,31.65,31.58,665834,1742,21029057,305489,45.88,2.95,1.75
03-12-15,28.9,29.25,28.1,29.25,29.06,200661,534,5831936,105375,52.51,1.15,0.35
02-12-15,26.7,27.9,26.15,27.9,27.76,139600,325,3875928,111183,79.64,1.75,1.2
01-12-15,27.05,27.05,26.1,26.6,26.52,71851,268,1905472,59415,82.69,0.95,-0.45
30-11-15,26.35,26.8,25.9,26.55,26.51,70614,305,1872059,58663,83.08,0.9,0.2
27-11-15,26,26.65,25.5,25.95,26.12,109572,349,2861474,74701,68.18,1.15,-0.05
26-11-15,26.25,26.75,25.7,25.95,26.3,187185,398,4923676,84920,45.37,1.05,-0.3
24-11-15,25.75,26.75,25.5,26.25,26.58,214895,386,5712522,180853,84.16,1.25,0.5
23-11-15,25.25,25.95,25,25.5,25.44,94411,298,2401676,74463,78.87,0.95,0.25
20-11-15,26.05,26.45,25,25.35,25.49,154721,380,3944329,113861,73.59,1.45,-0.7
19-11-15,25.25,26.6,25,26.05,25.88,181972,547,4708542,116695,64.13,1.6,0.8
18-11-15,27.2,27.45,25.45,25.45,26.1,162018,470,4228274,144038,88.9,2,-1.75
17-11-15,26.5,27.95,26.5,26.75,27.31,172263,653,4705159,119983,69.65,1.45,0.25
16-11-15,25.9,27.3,25.9,26.65,26.21,386648,1046,10133809,262069,67.78,1.4,0.75
13-11-15,28,28.55,27.25,27.25,27.55,215882,437,5946693,195597,90.6,1.3,-0.75
11-11-15,27.1,28.8,27.1,28.65,28.47,84864,330,2415825,67764,79.85,1.7,1.55
10-11-15,28.9,28.9,27.1,27.5,27.66,128679,331,3559561,65530,50.93,1.8,-1.4
09-11-15,26.2,28.3,26.2,27.65,27.02,160726,533,4342542,109942,68.4,2.1,1.45
06-11-15,27.75,28.5,27.25,27.55,27.82,49161,305,1367642,33223,67.58,1.25,-0.2
05-11-15,27.25,29.05,27.15,28.05,28.3,219938,727,6223240,122770,55.82,1.9,0.8
04-11-15,28,29,27.15,27.7,28.32,121802,491,3448924,57119,46.89,1.85,-0.3
03-11-15,28.65,29.35,28.5,28.5,28.54,117447,326,3351503,98724,84.06,0.85,-0.15
02-11-15,31.8,31.9,29.95,29.95,30.42,275387,536,8377888,209949,76.24,1.95,-1.85
30-10-15,30,31.55,29,31.5,31.34,192896,485,6044867,115789,60.03,2.55,1.5
29-10-15,30.25,30.45,29,29.9,29.87,90629,521,2707446,67196,74.14,1.45,-0.35
28-10-15,31.55,31.55,29.35,30.15,30.72,538997,1803,16557704,376245,69.8,2.2,-1.4
27-10-15,27.7,29.35,27.5,29.35,29.16,157938,320,4606127,116090,73.5,1.85,1.65
26-10-15,24.85,26.7,24.85,26.7,26.55,190111,500,5047097,144276,75.89,1.85,1.85
23-10-15,24.7,25.1,23.9,24.3,24.57,307821,639,7562224,283611,92.14,1.2,-0.4
21-10-15,26.25,26.25,24.05,24.5,25.04,410402,968,10275650,348611,84.94,2.2,-1.75
20-10-15,26.75,27.55,24.65,25,25.89,230045,827,5955787,206024,89.56,2.9,-1.75
19-10-15,27.6,28.05,26.6,26.9,27.34,157098,579,4295240,127620,81.24,1.45,-0.7
16-10-15,29.65,29.9,27.75,27.85,28.43,190192,677,5406911,157778,82.96,2.15,-1.8
15-10-15,27,29.85,27,29.6,29.42,460852,1351,13558087,266042,57.73,2.85,2.6
14-10-15,27.3,28.55,26.3,27.15,27.45,301450,1243,8274842,182458,60.53,2.25,-0.15
13-10-15,32,32.15,29.2,29.2,30.06,147888,609,4445041,129859,87.81,2.95,-2.8
12-10-15,33.95,34.45,32.1,32.4,33.03,68746,419,2270663,57701,83.93,2.35,-1.55
09-10-15,34.3,34.95,33.5,33.95,34.16,30010,208,1025101,21899,72.97,1.45,-0.35
08-10-15,33.3,34.3,33.1,33.45,33.62,44893,235,1509157,31783,70.8,1.2,0.15
07-10-15,33,35.4,33,33.6,34.33,83916,323,2880666,63798,76.03,2.4,0.6
06-10-15,33.65,34.5,33.5,33.85,33.96,33381,165,1133514,28839,86.39,1,0.2
05-10-15,33.9,35,33.1,34,34.16,44083,270,1505838,35383,80.26,1.9,0.1
01-10-15,34.6,34.9,32.8,33.05,33.61,38233,256,1285053,32072,83.89,2.1,-1.55
30-09-15,35,35,33.5,34.1,34.11,66615,242,2272071,36848,55.31,1.5,-0.9
29-09-15,33.95,35,33.5,34.6,34.22,31802,203,1088178,22824,71.77,1.5,0.65
28-09-15,35.15,35.95,34,34.15,34.82,39464,241,1374303,28375,71.9,1.95,-1
24-09-15,35.6,36.5,35.05,35.5,35.45,47797,233,1694280,26789,56.05,1.45,-0.1
23-09-15,34.95,36.5,34.3,35.6,35.46,29915,159,1060687,22871,76.45,2.2,0.65
22-09-15,36.8,37.6,35.15,35.35,36.36,56567,246,2056728,44453,78.58,2.45,-1.45
21-09-15,35.6,37,34.3,36.75,36.14,62561,308,2261174,48810,78.02,2.7,1.15
18-09-15,34.05,35.75,34.05,35.25,35.27,39874,249,1406271,32428,81.33,1.7,1.2
16-09-15,35.45,36,33.7,34.1,34.94,44055,240,1539200,31547,71.61,2.3,-1.35
15-09-15,36.5,36.5,35.1,35.35,35.85,45297,231,1623948,34438,76.03,1.4,-1.15
14-09-15,34.1,36.4,33.4,36.3,35.6,108552,405,3864439,84220,77.58,3,2.2
11-09-15,37.45,38,34.65,34.7,35.79829593,202222,724,7239203,163438,80.82,3.35,-2.75
10-09-15,33.9,36.6,33.5,36.45,35.27574678,118141,654,4167512,64873,54.91,3.1,2.55
09-09-15,32.55,34.9,31.6,34.9,33.33417062,305751,1250,10191956,144352,47.21,3.3,2.35
08-09-15,33.75,34.65,33.25,33.25,33.35274205,75035,148,2502623,51967,69.26,1.4,-0.5
07-09-15,37,38,35,35,35.29597463,55498,183,1958856,46192,83.23,3,-2
04-09-15,39,39,36.8,36.8,37.31538681,133322,667,4974962,87447,65.59,2.2,-2.2
03-09-15,38.2,40.85,37.25,38.7,39.78495053,462847,1938,18414345,243611,52.63,3.6,0.5
02-09-15,50.6,54.7,49.95,49.95,50.79545112,523865,1379,26609959,364078,69.5,4.75,-0.65
01-09-15,54.95,56,52.55,52.55,53.65625633,177708,746,9535146,137984,77.65,3.45,-2.4
31-08-15,58,58,55.3,55.3,55.87378159,157275,713,8787549,121294,77.12,2.7,-2.7
28-08-15,62.5,62.8,58.05,58.2,59.2505334,207162,1075,12274459,143253,69.15,4.75,-4.3
27-08-15,60.5,63.7,59.5,60.4,61.15302177,177661,960,10864507,122607,69.01,4.2,-0.1
26-08-15,62,62.5,57.3,60.2,60.32747021,235881,1366,14230104,115459,48.95,5.2,-1.8
25-08-15,65.15,68,62.15,63.2,63.1663103,260501,1132,16454887,152049,58.37,5.85,-1.95
24-08-15,75,75,69.05,69.05,70.46810643,259488,1215,18285628,219313,84.52,5.95,-5.95
21-08-15,71.95,78.95,67.75,76.7,75.29915802,390506,2390,29404773,196497,50.32,11.2,4.75
20-08-15,70.5,74,70.5,71.8,72.1693578,147150,1116,10619721,76696,52.12,3.5,1.3
19-08-15,69.7,73,69.7,71.05,71.6343458,136465,1305,9775581,73459,53.83,3.3,1.35
18-08-15,72.95,72.95,68.6,69.05,69.88641657,72986,692,5100730,48662,66.67,4.35,-3.9
17-08-15,69.05,72.5,67.5,71.8,70.86490504,110996,1163,7865721,58350,52.57,5,2.75
14-08-15,71.7,73,67.1,68.85,69.7572117,165391,1425,11537215,73563,44.48,5.9,-2.85
13-08-15,69.25,75,68.55,70,71.75383979,241745,1753,17346132,104918,43.4,6.45,0.75
12-08-15,71,73.7,67.2,68.5,69.8879878,232064,1478,16218486,156353,67.37,6.5,-2.5
11-08-15,78.9,79,70.55,73.65,73.43890415,324351,2080,23819982,229020,70.61,8.45,-5.25
10-08-15,83,84.4,75.95,77.55,79.80712309,342913,1965,27366900,222236,64.81,8.45,-5.45
07-08-15,73.7,81.05,73,81.05,79.46878842,252935,1835,20100438,179527,70.98,8.05,7.35
06-08-15,79,79,72.2,73.7,74.96782718,327326,2268,24538919,193093,58.99,6.8,-5.3
05-08-15,82.4,91.5,78.1,79.3,84.58214887,559393,4004,47314662,304370,54.41,13.4,-3.1
04-08-15,81.05,91.5,78.6,85.7,86.11193953,1204704,7389,103739398,516795,42.9,12.9,4.65
03-08-15,68.9,78.05,68.4,78.05,75.90648848,1333686,5121,101235421,561157,42.08,9.65,9.15
31-07-15,63.6,69.4,63.6,65.05,66.86135386,369949,1928,24735291,147009,39.74,5.8,1.45
30-07-15,57.1,66.5,56,64.45,63.70414406,521879,2743,33245855,255003,48.86,10.5,7.35
29-07-15,64,64,56.5,57.95,60.10232815,271675,1211,16328300,205165,75.52,7.5,-6.05
28-07-15,69.65,69.65,60,62.1,65.77046997,1428715,5366,93967257,590897,41.36,9.65,-7.55
27-07-15,58.05,58.05,58.05,58.05,58.04999868,227466,501,13204401,222466,97.8,0,0
24-07-15,50,50.45,48,48.4,48.55650513,50783,437,2465845,36961,72.78,2.45,-1.6
23-07-15,51.4,54.5,49.4,49.9,51.59983221,200246,1256,10332660,104833,52.35,5.1,-1.5
22-07-15,46.95,51.3,46.95,50.15,49.39826405,198278,1138,9794589,147565,74.42,4.35,3.2
21-07-15,44.05,49,43.5,45.85,46.75909924,162129,961,7581006,87434,53.93,5.5,1.8
20-07-15,45.9,45.9,43.8,44.5,44.49287512,50457,325,2244977,39051,77.39,2.1,-1.4
17-07-15,46.5,47.85,45,45.5,46.13933057,48489,311,2237250,35484,73.18,2.85,-1
16-07-15,46.6,47.1,45.5,46.9,46.51599867,54192,337,2520795,42054,77.6,1.6,0.3
15-07-15,48.7,49.4,45.35,46.7,47.16091313,75258,488,3549236,52628,69.93,4.05,-2
14-07-15,48.9,50.95,47,47.85,48.84113373,111490,650,5445298,80108,71.85,3.95,-1.05
13-07-15,53,55,48.05,48.8,51.31525594,248690,1280,12761591,181598,73.02,6.95,-4.2
10-07-15,48.8,56.95,48.8,52.55,53.05396765,701272,2610,37205262,394699,56.28,8.15,3.75
09-07-15,42.5,49.65,42.3,48,45.80980247,288458,1320,13214204,165013,57.21,7.35,5.5
08-07-15,42.9,45,41.75,42.95,43.34261601,112683,506,4883976,73341,65.09,3.25,0.05
07-07-15,42.5,44.7,42,42.6,43.18997471,129712,611,5602258,96603,74.47,2.7,0.1
06-07-15,39.05,42,39,41.45,40.86526465,98905,389,4041779,74995,75.83,3,2.4
03-07-15,40.3,40.85,39.2,39.3,39.74377196,38134,181,1515589,31012,81.32,1.65,-1
02-07-15,38.9,40.7,38.2,40.25,39.77538779,75686,315,3010440,52766,69.72,2.5,1.35
01-07-15,39.55,41.2,38.1,38.85,39.83843669,43958,248,1751218,31818,72.38,3.1,-0.7
30-06-15,39.75,40,38.95,39.55,39.51855251,42501,194,1679578,36808,86.61,1.05,-0.2
29-06-15,37,40,36.95,39.3,38.58443968,55513,207,2141938,41974,75.61,3.05,2.3
26-06-15,39.1,40.5,38.55,38.8,39.51842019,48588,272,1920121,33227,68.39,1.95,-0.3
25-06-15,41.25,41.5,38,38.75,39.79318165,52476,290,2088187,31397,59.83,3.5,-2.5
24-06-15,39.45,41.5,38.8,40.65,40.61245942,122911,551,4991718,93010,75.67,2.7,1.2
23-06-15,37.5,39.45,37.45,39.1,38.8553975,40843,218,1586971,28650,70.15,2,1.6
22-06-15,38.5,39.5,37,37.6,38.12544823,36254,220,1382200,20574,56.75,2.5,-0.9
19-06-15,37.6,40,37.25,38.5,38.84261164,57374,328,2228556,32168,56.07,2.75,0.9
18-06-15,37.55,38.2,37,37.6,37.5781855,34610,179,1300581,23257,67.2,1.2,0.05
17-06-15,38.75,38.75,37.25,37.5,37.9036534,21350,139,809243,15401,72.14,1.5,-1.25
16-06-15,40,40,37.5,37.85,38.05687734,35726,179,1359620,20519,57.43,2.5,-2.15
15-06-15,38.8,41.7,38.5,39.7,40.40768402,220926,1115,8927108,98961,44.79,3.2,0.9
12-06-15,34.2,41.15,33.85,38.45,38.08941669,225506,884,8589392,88333,39.17,7.3,4.25
11-06-15,35.5,36.1,34,34.3,34.57900669,28390,156,981698,25155,88.61,2.1,-1.2
10-06-15,35,36,34.6,35.55,35.4812175,27499,132,975698,23504,85.47,1.4,0.55
09-06-15,34.6,35.2,33.8,34.85,34.42912823,23091,137,795003,18781,81.33,1.4,0.25
08-06-15,35.5,35.5,34.1,34.3,34.6093038,25237,135,873435,20128,79.76,1.4,-1.2
05-06-15,34.9,35.9,34.3,35.5,35.40262409,27743,152,982175,21384,77.08,1.6,0.6
04-06-15,35,35.3,33.8,34.95,34.61947189,34008,205,1177339,19781,58.17,1.5,-0.05
03-06-15,37.2,37.8,33.05,34.95,35.54382923,64603,342,2296238,52878,81.85,4.75,-2.25
02-06-15,38.65,38.7,36.75,36.95,37.50314104,26106,161,979057,22341,85.58,1.95,-1.7
01-06-15,36.9,39.1,36.8,38.6,37.96035043,33216,227,1260891,30151,90.77,2.3,1.7
29-05-15,37.25,37.9,36.5,36.7,36.99984383,32016,189,1184587,24804,77.47,1.4,-0.55
28-05-15,37.25,38.1,36.5,37.5,37.61572783,16137,170,607005,11671,72.32,1.6,0.25
27-05-15,36.5,37.95,36.5,37.7,37.13365832,17642,117,655112,14782,83.79,1.45,1.2
26-05-15,38.5,38.9,35,36.5,36.51158958,105569,522,3854492,72067,68.27,3.9,-2
25-05-15,39,39,38.3,38.8,38.68179097,31737,125,1227644,28052,88.39,0.7,-0.2
22-05-15,38.15,39.5,38.15,38.5,38.64028961,74168,242,2865873,60219,81.19,1.35,0.35
21-05-15,40,40,38.1,38.45,38.50606781,39965,171,1538895,34327,85.89,1.9,-1.55
20-05-15,39.65,40.5,39,39.25,39.47297654,30270,173,1194847,23085,76.26,1.5,-0.4
19-05-15,39.25,40.85,39.05,39.9,39.96620149,52310,274,2090632,40220,76.89,1.8,0.65
18-05-15,38.55,41,38.35,39.6,39.97343958,59487,357,2377900,41418,69.63,2.65,1.05
15-05-15,38.1,39.35,37.9,38.55,38.58138199,45268,192,1746502,33173,73.28,1.45,0.45
14-05-15,39.75,39.75,37.5,38.05,38.19350251,40785,156,1557722,34609,84.86,2.25,-1.7
13-05-15,38.75,39.9,38.2,38.65,38.85312789,17328,123,673247,13825,79.78,1.7,-0.1
12-05-15,41.35,41.4,38.25,38.65,39.21900451,68268,250,2677403,49653,72.73,3.15,-2.7
11-05-15,39.5,43.85,39.1,41.1,41.77860337,159885,860,6679772,109957,68.77,4.75,1.6
08-05-15,35.35,38,35.35,37.75,36.97308089,38820,341,1435295,31481,81.09,2.65,2.4
07-05-15,36.2,37,35,35.7,36.00757233,41995,453,1512138,34375,81.85,2,-0.5
06-05-15,38.75,39,36.1,36.6,37.04294574,45150,486,1672489,36878,81.68,2.9,-2.15
05-05-15,38.4,38.75,37.8,38.45,38.36716874,18324,249,703040,14024,76.53,0.95,0.05
04-05-15,38.35,38.7,37.75,38.2,38.29247621,43183,279,1653584,30466,70.55,0.95,-0.15
30-04-15,37,38.25,36.6,37.6,37.39730024,34966,409,1307634,27806,79.52,1.65,0.6
29-04-15,36.2,38.4,36.2,37.25,37.2553616,60150,474,2240910,33567,55.81,2.2,1.05
28-04-15,37,38,36.2,37.05,37.13487546,33201,435,1232915,23297,70.17,1.8,0.05
27-04-15,38.7,40.7,37.5,37.9,38.97947493,102996,775,4014730,68386,66.4,3.2,-0.8
24-04-15,40.3,41,38.05,38.45,39.23718572,80262,573,3149255,57102,71.14,2.95,-1.85
23-04-15,40.25,42.35,39.05,40.7,40.74180052,96561,1032,3934069,59757,61.89,3.3,0.45
22-04-15,45,45.9,39,40.45,42.61915097,328046,3124,13981042,186295,56.79,6.9,-4.55
21-04-15,35.85,43.8,35.85,43.75,41.51209104,765319,5541,31769992,275954,36.06,7.95,7.9
20-04-15,38.45,39.5,35.9,36.5,36.68627646,60225,497,2209431,48412,80.39,3.6,-1.95
17-04-15,36.25,39.95,36.25,38.15,38.7668716,85558,1001,3316816,61364,71.72,3.7,1.9
16-04-15,38.4,38.4,36,36.25,36.44292268,75205,505,2740690,49114,65.31,2.4,-2.15
15-04-15,41.4,41.4,36.4,37.2,38.24302956,68934,703,2636245,50286,72.95,5,-4.2
13-04-15,39.2,41.5,39,40.2,40.45069286,83061,789,3359875,59032,71.07,2.5,1
10-04-15,38.1,39.5,38.1,39.15,38.89233614,72457,573,2818022,65530,90.44,1.4,1.05
09-04-15,37.4,39.5,37.4,38.3,38.43941684,105219,929,4044557,77759,73.9,2.1,0.9
08-04-15,35.4,37.9,35.4,37.4,36.66209734,87978,896,3225458,74410,84.58,2.5,2
07-04-15,33.9,35.5,33.1,35.15,34.73756909,88107,794,3060623,74468,84.52,2.4,1.25
06-04-15,30.1,35,30.1,33.3,32.85241101,109622,1037,3601347,74554,68.01,4.9,3.2
01-04-15,30.85,31.15,30.15,30.85,30.82701369,57941,252,1786148,53356,92.09,1,0
31-03-15,30.15,31.35,30,30.2,30.49698907,48490,412,1478799,37677,77.7,1.35,0.05
30-03-15,31.25,31.8,30.05,30.65,30.93131009,61057,485,1888573,51185,83.83,1.75,-0.6
27-03-15,31.5,31.9,29.5,30.55,30.60747164,121553,1049,3720430,86666,71.3,2.4,-0.95
26-03-15,36,36.5,29.9,30.8,33.75071857,337129,2835,11378346,174245,51.68,6.6,-5.2
25-03-15,31.3,33.65,31,33.65,32.95404821,467207,3217,15396362,216973,46.44,2.65,2.35
24-03-15,28,29.4,27.6,28.05,28.40352001,56193,428,1596079,49311,87.75,1.8,0.05
23-03-15,33.55,33.55,27.3,28.65,29.30470098,99107,877,2904301,72884,73.54,6.25,-4.9
20-03-15,29.65,32.8,29.2,32.15,31.74692636,107202,959,3403334,78502,73.23,3.6,2.5
19-03-15,31.25,32.8,30,30.05,30.9111625,26813,294,828821,21512,80.23,2.8,-1.2
18-03-15,32.9,32.9,30.35,31,31.37919293,41409,426,1299381,32025,77.34,2.55,-1.9
17-03-15,29.25,30.5,29.1,29.6,30.08270259,43203,321,1299663,30792,71.27,1.4,0.35
16-03-15,30.6,31.6,29.3,29.75,30.32300639,28792,287,873060,20455,71.04,2.3,-0.85
13-03-15,32.9,33.5,31,31.65,32.35978174,92734,783,3000852,73018,78.74,2.5,-1.25
12-03-15,28.5,33,28.2,31.55,30.42985885,122282,1131,3721024,56220,45.98,4.8,3.05
11-03-15,30.5,30.5,28.05,28.9,29.0405466,57958,513,1683132,40258,69.46,2.45,-1.6
10-03-15,30.7,31.5,29,29.75,29.85893894,78902,487,2355930,59764,75.74,2.5,-0.95
09-03-15,31.2,32.8,30.05,30.8,31.16176902,27292,326,850467,21899,80.24,2.75,-0.4
05-03-15,31.85,32.55,31,31.25,31.5778537,32195,250,1016649,27486,85.37,1.55,-0.6
04-03-15,32.8,33.5,31.6,31.85,32.48514991,71178,537,2312228,49908,70.12,1.9,-0.95
03-03-15,33,33.5,32,32.55,32.61809996,37536,338,1224353,29355,78.2,1.5,-0.45
02-03-15,33.65,34.25,32,32.35,33.11899578,61540,416,2038143,53872,87.54,2.25,-1.3
28-02-15,33.9,35.55,33.55,33.8,34.41482527,68019,569,2340862,53251,78.29,2,-0.1
27-02-15,33,34.75,33,33.9,33.86415245,42717,398,1446575,34985,81.9,1.75,0.9
26-02-15,34.5,34.55,33.15,33.95,33.78835636,43148,318,1457900,34040,78.89,1.4,-0.55
25-02-15,34.35,35.1,33.6,33.75,34.03750343,51062,383,1738023,43955,86.08,1.5,-0.6
24-02-15,34,34.9,33.5,33.9,34.17881218,40646,345,1389232,35890,88.3,1.4,-0.1
23-02-15,34.15,35,33.75,33.9,34.37695411,39660,386,1363390,30851,77.79,1.25,-0.25
